BehaviorSpace results (NetLogo 6.4.0),Table version 2.0,,,,,,,,,,,,,,,,
transportation_v12.nlogo,,,,,,,,,,,,,,,,,
proofs-threshholds,,,,,,,,,,,,,,,,,
02/01/2025 09:58:18:046 -0500,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,
0,149,0,149,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
[run number],[step],count people,(count people with [t-type = 1]) / (count people),(count people with [t-type = 2]) / (count people),(count people with [t-type = 3]) / (count people),"count people with [type-choice = ""repetition""]","count people with [type-choice = ""imitation""]","count people with [type-choice = ""deliberation""]","count people with [type-choice = ""inquiry""]",mean [satisfaction] of people with [t-type = 1],mean [satisfaction] of people with [t-type = 2],mean [satisfaction] of people with [t-type = 3],mean [satisfaction] of people,mean [uncertainty] of people with [t-type = 1],mean [uncertainty] of people with [t-type = 2],mean [uncertainty] of people with [t-type = 3],mean [uncertainty] of people
26,962,17112,0.593443198,0.327840112,0.07871669,10574,135,130,6273,0.384900076,0.429187425,0.567234491,0.413772007,0.305221303,0.467382306,0.576286156,0.379721512
29,391,17112,0.573223469,0.283835905,0.142940626,10440,383,151,6138,0.389351031,0.443064742,0.562854212,0.429397564,0.327297112,0.469917043,0.549053593,0.399475779
28,391,17112,0.535530622,0.300958392,0.163510986,10386,484,141,6101,0.398576708,0.440768511,0.555637098,0.436955784,0.340850259,0.45913568,0.50318922,0.402993452
26,992,17112,0.591280972,0.330060776,0.078658252,10580,114,123,6295,0.384715538,0.428355279,0.566298672,0.413402317,0.304250949,0.467610553,0.574880945,0.379456829
25,451,17112,0.587365591,0.290264142,0.122370266,10535,225,157,6195,0.387541645,0.439748591,0.564298918,0.424325284,0.314934602,0.472778111,0.564500155,0.391290316
26,1022,17112,0.593560075,0.330177653,0.076262272,10584,130,77,6321,0.387702297,0.427132893,0.569962942,0.41462101,0.306111124,0.467709453,0.579200867,0.380293725
26,1052,17112,0.592917251,0.331287985,0.075794764,10588,95,96,6333,0.385522058,0.427642383,0.56731033,0.413254614,0.302307678,0.466735095,0.577668284,0.377651398
26,451,17112,0.585378682,0.294004208,0.120617111,10484,308,142,6178,0.385408752,0.438953288,0.567253355,0.423084642,0.317415486,0.470456004,0.5673241,0.392553297
26,1082,17112,0.59215755,0.332807387,0.075035063,10583,106,108,6315,0.385963682,0.426592722,0.568841541,0.413207578,0.30254879,0.466304043,0.578708066,0.377769376
30,391,17112,0.574976625,0.29312763,0.131895746,10364,421,171,6156,0.388433538,0.438697009,0.565205354,0.426482601,0.337187441,0.465615281,0.556015818,0.403695721
26,1112,17112,0.592683497,0.333391772,0.073924731,10590,111,113,6298,0.387087227,0.426244969,0.568471545,0.413550883,0.303738055,0.465222302,0.579911673,0.377991634
27,451,17112,0.584677419,0.292367929,0.122954652,10516,302,166,6128,0.387094967,0.439468711,0.564485294,0.424218336,0.31962151,0.466490086,0.565814109,0.392831697
26,1142,17112,0.593209444,0.333742403,0.073048153,10592,96,118,6306,0.387663619,0.426278401,0.569479082,0.413832293,0.303412088,0.465205548,0.581046784,0.377690128
29,421,17112,0.577489481,0.285530622,0.136979897,10451,335,173,6153,0.388366505,0.440731092,0.564004741,0.427377106,0.324345652,0.469617431,0.552885084,0.397130501
28,421,17112,0.541491351,0.301484338,0.15702431,10381,484,121,6126,0.39818858,0.440423481,0.557050568,0.435866935,0.33941373,0.45838791,0.511026621,0.402229978
26,1172,17112,0.593034128,0.335144928,0.071820944,10590,115,102,6305,0.383876243,0.428215967,0.569013593,0.412033216,0.302800372,0.465884694,0.581680542,0.377486693
26,1202,17112,0.592800374,0.335495559,0.071704067,10591,90,100,6331,0.384808096,0.426236504,0.568738051,0.411895669,0.301986613,0.465907201,0.58088932,0.376979701
25,481,17112,0.587774661,0.292952314,0.119273025,10547,217,149,6199,0.385203759,0.439946585,0.56539369,0.422732594,0.313570976,0.474510315,0.566105615,0.390839098
26,1232,17112,0.592800374,0.336664329,0.070535297,10592,106,94,6320,0.385556326,0.425741559,0.569156181,0.412035531,0.302564677,0.465861129,0.582373795,0.377277186
26,481,17112,0.588651239,0.295348294,0.116000468,10503,276,166,6167,0.385807088,0.438221388,0.567673533,0.422384155,0.31467374,0.46969328,0.569278039,0.389992714
26,1262,17112,0.593092567,0.336781206,0.070126227,10592,98,108,6314,0.388702387,0.424984667,0.569223637,0.413580852,0.302382193,0.463845903,0.582037351,0.376371297
30,421,17112,0.577255727,0.294880785,0.127863488,10381,461,126,6144,0.389937142,0.438493952,0.566536884,0.426836272,0.335419548,0.466557115,0.561768782,0.403031299
26,1292,17112,0.591397849,0.338475923,0.070126227,10591,106,119,6296,0.385424148,0.4263774,0.566299947,0.411969975,0.302283017,0.464766385,0.579731991,0.376736175
27,481,17112,0.587599345,0.294880785,0.117519869,10525,273,183,6131,0.386823434,0.438359283,0.566103806,0.423089371,0.317140334,0.467265333,0.567991824,0.390889346
26,1322,17112,0.591573165,0.339703132,0.068723703,10592,106,89,6325,0.38430879,0.42653303,0.57039578,0.411441084,0.303064231,0.465265929,0.585578494,0.377580082
29,451,17112,0.579301075,0.287050023,0.133648901,10464,330,152,6166,0.389670228,0.440122323,0.56397615,0.427448298,0.32346296,0.470695106,0.560173858,0.397362102
26,1352,17112,0.591397849,0.340287518,0.068314633,10593,94,90,6335,0.3860236,0.425636319,0.570329422,0.412094098,0.30096379,0.464685303,0.585362974,0.376104803
28,451,17112,0.545640486,0.301601216,0.152758298,10407,454,140,6111,0.39856462,0.438531636,0.556987876,0.434819187,0.337613588,0.459147012,0.508877736,0.400430236
26,1382,17112,0.592332866,0.339936886,0.067730248,10594,94,105,6319,0.389468018,0.423799947,0.570012401,0.413367023,0.301885487,0.463024064,0.586804921,0.375960097
25,511,17112,0.5885928,0.294413277,0.116993922,10551,220,122,6219,0.386724851,0.439619999,0.566357223,0.42331378,0.312128963,0.475083955,0.571103136,0.390403481
26,1412,17112,0.590755026,0.341105657,0.068139317,10593,93,120,6306,0.385742548,0.424826884,0.569513493,0.411596463,0.300446165,0.463023044,0.584240565,0.375239615
26,511,17112,0.59057971,0.297101449,0.112318841,10510,273,170,6159,0.384353255,0.436971412,0.56876118,0.42069867,0.314111724,0.47064786,0.574266611,0.389839132
26,1442,17112,0.591573165,0.341631604,0.066795231,10593,100,89,6330,0.387782189,0.424710575,0.570775118,0.412621148,0.302245724,0.463282598,0.588250009,0.376364732
30,451,17112,0.584911173,0.294997662,0.120091164,10401,371,166,6174,0.386846864,0.43763704,0.566874769,0.423449608,0.331380667,0.466043383,0.564926205,0.399152609
26,1472,17112,0.591339411,0.342332866,0.066327723,10596,91,97,6328,0.387546115,0.425189706,0.570936199,0.4125966,0.300747427,0.462972584,0.587586937,0.375307842
27,511,17112,0.58941094,0.296400187,0.114188873,10535,246,143,6188,0.385761417,0.437429273,0.565707764,0.42162365,0.316357454,0.467745047,0.574491991,0.390704857
26,1502,17112,0.59057971,0.343443198,0.065977092,10596,83,96,6337,0.386382051,0.425466062,0.571276774,0.412004005,0.300246642,0.462668101,0.587100505,0.374954971
29,481,17112,0.583333333,0.287926601,0.128740065,10481,303,157,6171,0.38732019,0.439934504,0.564281783,0.425251298,0.320807264,0.471761832,0.562138116,0.39534005
27,2,17112,0.369798971,0.251870033,0.378330996,0,0,0,0,0,0,0,0,0,0,0,0
28,481,17112,0.552185601,0.300899953,0.146914446,10406,428,135,6143,0.397835299,0.438408269,0.557787936,0.433543057,0.33680491,0.45914053,0.516894526,0.400073459
27,32,17112,0.406206171,0.260986442,0.332807387,10308,2243,418,4143,0.464763993,0.492684911,0.530591893,0.493958985,0.36332747,0.459627967,0.386532987,0.396183562
25,541,17112,0.591222534,0.29587424,0.112903226,10558,184,152,6218,0.385418014,0.438673257,0.566295547,0.421596526,0.310290474,0.474773729,0.570291485,0.388311785
27,62,17112,0.434957924,0.266012155,0.299029921,10262,1791,87,4972,0.444235565,0.475232793,0.53170005,0.478635702,0.36110484,0.465701634,0.42538891,0.408151719
26,541,17112,0.592332866,0.299964937,0.107702197,10517,240,173,6182,0.383374683,0.43673487,0.570180087,0.419500221,0.31245388,0.471685587,0.577592764,0.388773849
27,92,17112,0.463768116,0.270628799,0.265603086,10338,1406,38,5330,0.434039016,0.467898595,0.536238318,0.470346843,0.356325673,0.466058145,0.435195052,0.40697039
30,481,17112,0.586605891,0.296458626,0.116935484,10419,376,143,6174,0.389474689,0.436894863,0.567391997,0.424337655,0.329002965,0.466764061,0.57239931,0.3983051
27,541,17112,0.591631604,0.298620851,0.109747546,10541,220,171,6180,0.383905992,0.437020618,0.567689617,0.419936929,0.313314391,0.467607896,0.572404954,0.387824202
27,122,17112,0.488078541,0.274193548,0.23772791,10350,1161,26,5575,0.426814555,0.461774651,0.540234116,0.463363383,0.352318297,0.463630855,0.451395315,0.406392855
27,152,17112,0.508122955,0.277641421,0.214235624,10370,927,50,5765,0.418587223,0.456700714,0.543540335,0.455938515,0.350443012,0.461793419,0.465153468,0.405933563
29,511,17112,0.585320243,0.289270687,0.12540907,10488,298,141,6185,0.389313734,0.439176209,0.566034973,0.425899933,0.319089049,0.472878436,0.564506121,0.394353337
27,182,17112,0.522907901,0.280388032,0.196704067,10393,741,90,5888,0.413173921,0.452936022,0.545681497,0.450387517,0.34705126,0.460595314,0.478731284,0.40478965
28,511,17112,0.555984105,0.300023375,0.14399252,10419,406,136,6151,0.394243691,0.439496268,0.557725365,0.43136066,0.334471343,0.460318234,0.514710054,0.398181378
27,212,17112,0.536348761,0.283076204,0.180575035,10415,646,92,5959,0.406981351,0.451175964,0.548826699,0.445105523,0.345802299,0.460280208,0.493093293,0.404805347
25,571,17112,0.590112202,0.298679289,0.111208509,10567,183,90,6272,0.384474486,0.438322117,0.567003465,0.420856433,0.310008699,0.475616944,0.573312002,0.38875402
27,242,17112,0.547802712,0.285121552,0.167075736,10435,574,121,5982,0.403980675,0.446968815,0.550402272,0.440701016,0.342105391,0.46012954,0.502504942,0.402555493
26,571,17112,0.591280972,0.303880318,0.10483871,10527,234,124,6227,0.384347173,0.435676039,0.569674029,0.419374434,0.312552096,0.472426752,0.582957706,0.389483833
27,272,17112,0.557386629,0.285472183,0.157141187,10435,497,115,6065,0.400894521,0.444917422,0.552506433,0.437286311,0.340249328,0.459690577,0.513056287,0.401501573
27,571,17112,0.591339411,0.301601216,0.107059374,10549,211,156,6196,0.388216575,0.434436406,0.566881122,0.421284247,0.312567502,0.468806684,0.575580468,0.387847432
30,511,17112,0.590053763,0.29786115,0.112085086,10431,348,119,6214,0.385145222,0.436784799,0.567808411,0.421000465,0.326846726,0.467306311,0.574468258,0.396438861
27,302,17112,0.563873305,0.286933146,0.149193548,10450,442,154,6066,0.399674572,0.442716559,0.552768783,0.434865413,0.336045,0.459893844,0.518162986,0.398752167
27,332,17112,0.572171576,0.287342216,0.140486209,10469,419,145,6079,0.39755274,0.442232087,0.554537021,0.432445129,0.335827562,0.460401873,0.524646639,0.398149497
29,541,17112,0.588242169,0.289796634,0.121961197,10503,279,147,6183,0.385869708,0.439833977,0.565917055,0.423467161,0.317496007,0.47355755,0.56757806,0.393222423
27,362,17112,0.576379149,0.289621318,0.133999532,10490,367,171,6084,0.394225423,0.441816587,0.553169193,0.42930723,0.332172817,0.462218562,0.52939446,0.396264445
28,541,17112,0.559490416,0.300257129,0.140252454,10422,402,109,6179,0.391693653,0.440049289,0.558120292,0.429554522,0.333172944,0.460302485,0.519889587,0.397531962
27,392,17112,0.583683964,0.290264142,0.126051893,10497,361,131,6123,0.393888781,0.439949776,0.556371106,0.427739841,0.33283362,0.462600581,0.539507273,0.396551921
25,601,17112,0.592800374,0.299322113,0.107877513,10578,157,138,6239,0.387309169,0.436255843,0.567609341,0.421410325,0.306939573,0.474839788,0.570674761,0.385646916
27,422,17112,0.584677419,0.292367929,0.122954652,10510,284,181,6137,0.389667128,0.439598061,0.55541935,0.424645338,0.32651602,0.462774113,0.541284151,0.392760257
26,601,17112,0.593793829,0.305107527,0.101098644,10538,192,171,6211,0.385531411,0.434135916,0.570679124,0.419079194,0.309255532,0.471167994,0.580552548,0.386084003
27,452,17112,0.587599345,0.294880785,0.117519869,10516,302,166,6128,0.390210872,0.439170992,0.556736459,0.424218336,0.326243881,0.464714318,0.545402947,0.392831697
27,601,17112,0.593092567,0.302828424,0.104079009,10558,206,157,6191,0.387712263,0.434062619,0.567385338,0.420448664,0.31152558,0.47005256,0.57673841,0.387135144
27,482,17112,0.58941094,0.296400187,0.114188873,10525,273,183,6131,0.389756287,0.437897585,0.55670771,0.423089371,0.32341813,0.464696045,0.54757671,0.390889346
30,541,17112,0.593501636,0.298913043,0.10758532,10448,318,144,6202,0.384418493,0.436136175,0.568335374,0.419664339,0.32325528,0.46728403,0.575054019,0.3933972
27,512,17112,0.591631604,0.298620851,0.109747546,10535,246,143,6188,0.388344186,0.436897472,0.5594682,0.42162365,0.322800035,0.465134065,0.554248605,0.390704857
29,571,17112,0.590521272,0.290497896,0.118980832,10510,261,145,6196,0.384623556,0.438998211,0.566512213,0.422060542,0.316207813,0.473271835,0.572002795,0.392269281
27,542,17112,0.591339411,0.301601216,0.107059374,10541,220,171,6180,0.386080924,0.43651255,0.560243764,0.419936929,0.318209369,0.465085981,0.554682531,0.387824202
28,571,17112,0.562237027,0.300257129,0.137505844,10444,359,127,6182,0.39190879,0.439291063,0.557939178,0.428965804,0.330834078,0.460433857,0.517926002,0.395473569
27,572,17112,0.593092567,0.302828424,0.104079009,10549,211,156,6196,0.390464009,0.434057265,0.559748489,0.421284247,0.318149231,0.46626371,0.556861411,0.387847432
25,631,17112,0.592099112,0.3014259,0.106474988,10582,165,108,6257,0.386078643,0.436567641,0.567218783,0.420584229,0.306909859,0.474923438,0.575819977,0.386185705
27,602,17112,0.593676952,0.303705002,0.102618046,10558,206,157,6191,0.389747834,0.433854814,0.558386003,0.420448664,0.316875955,0.467869949,0.55466608,0.387135144
26,631,17112,0.592040673,0.308087892,0.099871435,10542,200,126,6244,0.386754943,0.432778072,0.57050778,0.419285771,0.309510883,0.471783176,0.585936874,0.387112072
27,632,17112,0.596072931,0.305224404,0.098702665,10563,210,131,6208,0.386345525,0.43463314,0.561456867,0.418368039,0.317280712,0.468712641,0.559339602,0.38739329
27,631,17112,0.593676952,0.303705002,0.102618046,10563,210,131,6208,0.384004639,0.434932929,0.568145977,0.418368039,0.311253455,0.470156645,0.582941937,0.38739329
27,662,17112,0.594261337,0.308496961,0.097241702,10569,173,172,6198,0.386522006,0.434200146,0.560156344,0.418115066,0.312606282,0.468116359,0.558865583,0.384527341
30,571,17112,0.595897616,0.299731183,0.104371201,10470,292,165,6185,0.381071462,0.435958164,0.569762396,0.417216618,0.320964214,0.466986528,0.579187545,0.391682734
27,692,17112,0.595371669,0.310308555,0.094319776,10572,171,143,6226,0.388038994,0.432716533,0.56338524,0.418441435,0.313627685,0.469185196,0.563609543,0.385476745
29,601,17112,0.592800374,0.292251052,0.114948574,10525,220,186,6181,0.383130026,0.439257401,0.565961635,0.420549543,0.314403111,0.474094532,0.57205739,0.390690088
27,722,17112,0.595021038,0.311769518,0.093209444,10580,153,132,6247,0.387713917,0.432516199,0.56166152,0.417895462,0.311398529,0.470459491,0.562846985,0.384426259
28,601,17112,0.564107059,0.301309023,0.134583918,10457,378,96,6181,0.390420645,0.439659545,0.558522784,0.427880614,0.329605086,0.461093794,0.520705911,0.394942918
27,752,17112,0.5957223,0.312762973,0.091514727,10581,151,129,6251,0.385772964,0.432658499,0.562688181,0.416627371,0.311808988,0.470486986,0.564762712,0.384586581
25,661,17112,0.593326321,0.302653109,0.10402057,10588,150,124,6250,0.384690258,0.437042098,0.567437152,0.419544141,0.305292468,0.474435161,0.57559897,0.384601466
27,782,17112,0.595605423,0.313581113,0.090813464,10591,136,123,6262,0.387831638,0.432176117,0.561310553,0.41749145,0.310235993,0.470573472,0.564147156,0.38357335
26,661,17112,0.593793829,0.309548855,0.096657317,10548,168,139,6257,0.383567702,0.434097216,0.570918533,0.417317884,0.306865471,0.470735269,0.583501551,0.38433008
27,812,17112,0.594611968,0.315568022,0.089820009,10596,134,129,6253,0.385685924,0.432573464,0.561461684,0.416270312,0.308948164,0.471037683,0.563745903,0.382984368
27,661,17112,0.596072931,0.305224404,0.098702665,10569,173,172,6198,0.384729716,0.43458517,0.568800213,0.418115066,0.308567038,0.469997361,0.578953145,0.384527341
27,842,17112,0.59531323,0.317438055,0.087248714,10601,132,98,6281,0.386333922,0.431487158,0.565187914,0.416272058,0.308416621,0.469325385,0.569573071,0.382280751
30,601,17112,0.596072931,0.301718093,0.102208976,10485,289,139,6199,0.384926867,0.434352163,0.568957719,0.418648978,0.319962942,0.466736277,0.585818915,0.39141998
29,631,17112,0.59215755,0.29470547,0.11313698,10530,236,121,6225,0.386843254,0.437959752,0.566740551,0.422260602,0.31439679,0.475416095,0.576606506,0.391515676
27,872,17112,0.594611968,0.318957457,0.086430575,10604,110,119,6279,0.386293748,0.430851751,0.56439567,0.415899307,0.30551775,0.469019865,0.568496594,0.380397381
27,902,17112,0.594845722,0.319541842,0.085612436,10607,119,122,6264,0.386000652,0.43075197,0.561814046,0.415352384,0.306290091,0.469271429,0.567187624,0.380705521
28,631,17112,0.567554932,0.300958392,0.131486676,10468,337,148,6159,0.390475019,0.438704965,0.55852331,0.427086337,0.326783404,0.459978832,0.517658274,0.391967188
27,932,17112,0.594962599,0.32041842,0.084618981,10610,109,124,6269,0.387271965,0.430753254,0.561794943,0.415972127,0.306384727,0.468202933,0.56843589,0.380408763
25,691,17112,0.593618513,0.304406265,0.101975222,10590,153,142,6227,0.383862798,0.435842308,0.568364545,0.418500293,0.30435272,0.47495033,0.576607031,0.384046895
27,962,17112,0.595371669,0.322113137,0.082515194,10610,118,124,6260,0.384877302,0.430735258,0.565778598,0.414575858,0.305678891,0.468037542,0.571017932,0.379871248
26,691,17112,0.594261337,0.310425432,0.09531323,10551,164,142,6255,0.383810635,0.432163747,0.572646916,0.416819267,0.306372985,0.470691721,0.586042963,0.384037949
27,992,17112,0.593793829,0.323866293,0.082339878,10617,109,147,6239,0.385859817,0.429861673,0.562434426,0.414649667,0.304784521,0.467601445,0.56764436,0.379159282
27,691,17112,0.594261337,0.308496961,0.097241702,10572,171,143,6226,0.386133723,0.433049093,0.56953717,0.418441435,0.308415598,0.471207412,0.584432639,0.385476745
27,1022,17112,0.593618513,0.325093502,0.081287985,10613,112,111,6276,0.384877622,0.430277603,0.564380116,0.414228257,0.305990079,0.468336616,0.571733451,0.380369627
29,661,17112,0.596072931,0.294647031,0.109280037,10535,199,160,6218,0.384446051,0.437466957,0.568107147,0.420138995,0.312406255,0.475174899,0.576509583,0.389226775
30,631,17112,0.599228612,0.303179056,0.097592333,10503,236,138,6235,0.382735783,0.435020679,0.570756475,0.416936846,0.317269252,0.467530576,0.581360702,0.388598639
27,1052,17112,0.593793829,0.326262272,0.079943899,10618,111,114,6269,0.387716912,0.42781698,0.563540212,0.414856052,0.304377884,0.468893288,0.571229134,0.379386183
27,1082,17112,0.594962599,0.326086957,0.078950444,10618,98,102,6294,0.386652379,0.429001614,0.564114113,0.414472595,0.30495829,0.467494418,0.572381176,0.379072357
28,661,17112,0.569717158,0.302653109,0.127629734,10470,342,121,6179,0.392516568,0.437447606,0.559846762,0.427471394,0.326080929,0.461348179,0.523761486,0.3922499
27,1112,17112,0.593969144,0.327840112,0.078190743,10621,101,121,6269,0.386145016,0.428989337,0.564078323,0.414103841,0.303352889,0.467583848,0.572494324,0.378238754
25,721,17112,0.592800374,0.307035998,0.100163628,10603,137,127,6245,0.384764272,0.434745982,0.569007007,0.418564877,0.304527195,0.47499431,0.58149912,0.384609249
27,1142,17112,0.593209444,0.329651706,0.07713885,10620,94,108,6290,0.38458657,0.429427486,0.565559073,0.413328465,0.30314792,0.468312098,0.574265739,0.37850829
26,721,17112,0.594086022,0.312353904,0.093560075,10555,174,157,6226,0.386906585,0.431881052,0.571665879,0.418240628,0.305637762,0.471446386,0.58656449,0.383712259
27,1172,17112,0.592040673,0.331287985,0.076671342,10621,89,137,6265,0.385721859,0.428196689,0.565306226,0.413562234,0.303024306,0.467851595,0.574055715,0.378409948
27,721,17112,0.595371669,0.310308555,0.094319776,10580,153,132,6247,0.386204614,0.432630385,0.569459229,0.417895462,0.30743786,0.472253559,0.581449091,0.384426259
27,1202,17112,0.592800374,0.331521739,0.075677887,10624,101,108,6279,0.386087474,0.428192563,0.565097037,0.413593292,0.304587086,0.468729814,0.573302458,0.37933978
29,691,17112,0.594962599,0.297978027,0.107059374,10542,192,132,6246,0.383509312,0.437005583,0.568036605,0.419205402,0.311759065,0.475823201,0.577644105,0.389112059
27,1232,17112,0.594202899,0.331989247,0.073807854,10621,105,104,6282,0.386448252,0.427945113,0.565786388,0.413461327,0.304540601,0.467910571,0.578232198,0.378978264
30,661,17112,0.59928705,0.305224404,0.095488546,10515,231,121,6245,0.382265781,0.433875091,0.570895718,0.4160302,0.316263732,0.468400681,0.586951113,0.388547186
27,1262,17112,0.592858813,0.332573633,0.074567555,10624,85,137,6266,0.386368113,0.428511863,0.563425793,0.413586772,0.302763648,0.468002581,0.573291748,0.377890379
28,691,17112,0.570126227,0.303529687,0.126344086,10485,317,129,6181,0.389488871,0.43752943,0.559049095,0.425493538,0.324558332,0.461181946,0.52097837,0.390844165
27,1292,17112,0.594962599,0.332748948,0.072288453,10622,110,98,6282,0.386267775,0.427674934,0.566650105,0.413085523,0.305665093,0.468396187,0.578062623,0.379504889
25,751,17112,0.594086022,0.307445068,0.098468911,10599,138,127,6248,0.385848127,0.435263513,0.568563276,0.419032405,0.303281108,0.475158872,0.581384389,0.383508606
27,1322,17112,0.595488546,0.332807387,0.071704067,10625,78,109,6300,0.385699829,0.428082507,0.567074666,0.412810411,0.302336074,0.467683315,0.578881278,0.377194273
26,751,17112,0.593501636,0.314282375,0.092215989,10561,181,110,6260,0.383731646,0.43167038,0.572861219,0.416238716,0.306004203,0.471606836,0.591103818,0.384340935
27,1352,17112,0.593560075,0.334151473,0.072288453,10628,71,121,6292,0.385187908,0.426716296,0.564073157,0.411996018,0.30130362,0.467651443,0.575032472,0.376676425
27,751,17112,0.595021038,0.311769518,0.093209444,10581,151,129,6251,0.384069926,0.432927093,0.569944546,0.416627371,0.307206504,0.472264282,0.585290916,0.384586581
27,1382,17112,0.594086022,0.335203366,0.070710612,10629,97,96,6290,0.385365511,0.42819374,0.565722296,0.412474816,0.303228949,0.468592702,0.577800701,0.378074572
29,721,17112,0.593910706,0.300666199,0.105423095,10544,179,97,6292,0.385066868,0.436303189,0.568023271,0.419759728,0.310865571,0.475995192,0.581398277,0.389034861
27,1412,17112,0.594436653,0.335904628,0.069658719,10629,82,95,6306,0.385063442,0.427226509,0.567172715,0.41191171,0.301886146,0.467936993,0.578989838,0.376966083
30,691,17112,0.60086489,0.306393174,0.092741935,10519,212,138,6243,0.379855643,0.434272159,0.571282301,0.414281771,0.314031173,0.468523209,0.585260135,0.386520777
27,1442,17112,0.594261337,0.336430575,0.069308088,10628,70,107,6307,0.385087086,0.427274482,0.566216717,0.411833965,0.301222162,0.46786618,0.579046997,0.376541813
28,721,17112,0.570944367,0.305341281,0.123714353,10494,303,106,6209,0.391212144,0.436676457,0.55956916,0.425922455,0.323098988,0.460790067,0.524992889,0.390118932
27,1472,17112,0.595897616,0.335378682,0.068723703,10627,78,105,6302,0.388119916,0.426914125,0.566237484,0.413371566,0.30205709,0.467778957,0.577462544,0.376563553
25,781,17112,0.594611968,0.308906031,0.096482001,10604,134,136,6238,0.384433629,0.434462303,0.569952098,0.417786981,0.302613895,0.475245705,0.582261347,0.382921848
26,781,17112,0.594378214,0.316269285,0.089352501,10562,163,131,6256,0.383918177,0.431863849,0.573387755,0.416011501,0.304044655,0.470958974,0.589959166,0.382381704
27,1502,17112,0.593443198,0.337131837,0.069424965,10629,76,138,6269,0.385076994,0.426682282,0.562635672,0.411430466,0.300988621,0.468301798,0.573710964,0.376328959
28,2,17112,0.369039271,0.251694717,0.379266012,0,0,0,0,0,0,0,0,0,0,0,0
27,781,17112,0.5957223,0.312762973,0.091514727,10591,136,123,6262,0.386450026,0.432409464,0.568573868,0.41749145,0.306073767,0.472156804,0.585317992,0.38357335
28,32,17112,0.391713417,0.262096774,0.346189808,10201,2330,462,4119,0.465153395,0.491167068,0.529627742,0.494291857,0.362680174,0.460406156,0.386063439,0.396388887
29,751,17112,0.595196353,0.301601216,0.103202431,10555,175,115,6267,0.384285461,0.435628366,0.568808361,0.418813755,0.308633379,0.474904071,0.579028296,0.386686235
28,62,17112,0.410472183,0.266070594,0.323457223,10151,1872,187,4902,0.44367773,0.47599924,0.529988261,0.480195298,0.361688864,0.46196122,0.421323026,0.40765749
30,721,17112,0.599871435,0.308906031,0.091222534,10523,214,127,6248,0.381143477,0.433605065,0.571994393,0.414759082,0.3131754,0.468882234,0.590425481,0.386565635
28,92,17112,0.425315568,0.273316971,0.301367461,10276,1537,168,5131,0.435641023,0.470800779,0.533533964,0.474752528,0.356562103,0.462491698,0.426735423,0.406662414
28,751,17112,0.571470313,0.30656849,0.121961197,10506,289,127,6190,0.387667581,0.436780304,0.560261311,0.423773732,0.321234813,0.461214484,0.522042964,0.388638972
28,122,17112,0.438405797,0.276647966,0.284946237,10284,1349,42,5437,0.430346405,0.466254631,0.535299052,0.470186204,0.354151241,0.46253954,0.435569832,0.407336565
26,811,17112,0.594495091,0.318373072,0.087131837,10566,159,144,6243,0.385995734,0.430020884,0.573942383,0.416388293,0.303703857,0.471170329,0.59138512,0.382086869
25,811,17112,0.594728845,0.310191678,0.095079476,10609,138,130,6235,0.383499812,0.433676064,0.570876801,0.416879774,0.302650951,0.475604307,0.585812238,0.38322247
28,152,17112,0.452431043,0.284128097,0.26344086,10353,1168,94,5497,0.427892229,0.46276463,0.53815176,0.466847324,0.351495814,0.462225081,0.431081351,0.403923192
27,811,17112,0.595605423,0.313581113,0.090813464,10596,134,129,6253,0.384160156,0.432685049,0.570186165,0.416270312,0.305077835,0.471685306,0.587652423,0.382984368
28,182,17112,0.467741935,0.288160355,0.244097709,10346,1088,54,5624,0.426954047,0.457223879,0.539971893,0.46326401,0.351362408,0.460762877,0.445332397,0.405825145
28,212,17112,0.483461898,0.293828892,0.22270921,10362,923,114,5713,0.421065838,0.454611763,0.541944976,0.457843497,0.352079287,0.460533496,0.449658609,0.405678081
29,781,17112,0.595663862,0.303062179,0.10127396,10562,162,129,6259,0.383233514,0.435077748,0.569746983,0.417834498,0.307850385,0.474646667,0.58088661,0.386051489
28,242,17112,0.498071529,0.29669238,0.205236092,10355,833,70,5854,0.418127018,0.449939878,0.544992232,0.453602972,0.354784439,0.460292027,0.467187173,0.409156834
30,751,17112,0.598994857,0.312061711,0.088943432,10532,197,108,6275,0.383090732,0.431796284,0.572497584,0.415136365,0.311917295,0.468170281,0.589576882,0.385373866
28,272,17112,0.508882655,0.298679289,0.192438055,10358,671,108,5975,0.413415969,0.44696812,0.546535608,0.449054586,0.3539285,0.457893896,0.473438946,0.407979169
28,781,17112,0.572989715,0.308204769,0.118805517,10505,277,122,6208,0.390972054,0.434587008,0.560290576,0.424530365,0.320333359,0.460795285,0.52716268,0.388196859
28,302,17112,0.518641889,0.299789621,0.18156849,10364,624,104,6020,0.408687585,0.444447235,0.548249466,0.444747997,0.35244493,0.458041142,0.483514515,0.407899685
26,841,17112,0.59455353,0.319366526,0.086079944,10566,164,122,6260,0.384067112,0.430509089,0.573811629,0.415232322,0.303686491,0.470907253,0.597227029,0.382359158
27,841,17112,0.594611968,0.315568022,0.089820009,10601,132,98,6281,0.384779415,0.431757861,0.570347729,0.416272058,0.304101115,0.470618944,0.589471091,0.382280751
