"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"..transportation_v12.tmp.tmp.nlogo"
"proofs-threshholds-policy"
"03/19/2025 22:57:29:821 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","149","0","149"
"[run number]","[step]","count people","(count people with [t-type = 1]) / (count people)","(count people with [t-type = 2]) / (count people)","(count people with [t-type = 3]) / (count people)"
"18","92","17112","0.5249532491818607","0.3278985507246377","0.14714820009350163"
"20","92","17112","0.5240766713417485","0.32398316970546986","0.15194015895278168"
"13","92","17112","0.5224988312295465","0.32585320243104254","0.15164796633941094"
"16","92","17112","0.5223819541841982","0.3215871902758298","0.15603085553997195"
"3","92","17112","0.5248948106591865","0.32503506311360447","0.15007012622720897"
"22","92","17112","0.5232000935016363","0.32410004675081816","0.15269985974754557"
"19","92","17112","0.5230247779336138","0.3238078541374474","0.15316736792893876"
"11","92","17112","0.5244857410004675","0.3234572230014025","0.15205703599812997"
"1","92","17112","0.5239597942964002","0.32199625993454883","0.15404394576905095"
"23","92","17112","0.5260051425899953","0.32538569424964936","0.1486091631603553"
"24","92","17112","0.5253623188405797","0.323632538569425","0.1510051425899953"
"4","92","17112","0.5256545114539505","0.32521037868162694","0.14913510986442263"
"7","92","17112","0.5265310892940627","0.32485974754558206","0.1486091631603553"
"8","92","17112","0.5243688639551192","0.32485974754558206","0.15077138849929875"
"21","92","17112","0.5269985974754559","0.3210612435717625","0.15194015895278168"
"5","92","17112","0.5248363721365124","0.3236909770920991","0.1514726507713885"
"25","92","17112","0.5259467040673211","0.32597007947639084","0.148083216456288"
"2","92","17112","0.5242519869097709","0.3245675549322113","0.15118045815801776"
"12","122","17112","0.530621785881253","0.3162108461898083","0.15316736792893876"
"6","92","17112","0.5257129499766245","0.3225806451612903","0.1517064048620851"
"17","122","17112","0.5208625525946704","0.31948340345956056","0.15965404394576904"
"10","122","17112","0.5245441795231417","0.3177302477793361","0.15772557269752221"
"9","122","17112","0.5189340813464236","0.3241584852734923","0.15690743338008414"
"15","122","17112","0.5243688639551192","0.32071061243571763","0.15492052360916317"
"14","92","17112","0.5172978027115475","0.3245675549322113","0.15813464235624122"
"18","122","17112","0.5272907900888265","0.32433380084151475","0.1483754090696587"
"20","122","17112","0.5241351098644226","0.3229897148200094","0.15287517531556802"
"13","122","17112","0.5212131837307152","0.32047685834502104","0.15830995792426367"
"16","122","17112","0.5213884992987378","0.3179055633473586","0.1607059373539037"
"3","122","17112","0.5222066386161758","0.32421692379616646","0.1535764375876578"
"22","122","17112","0.5244857410004675","0.3209443665264142","0.15456989247311828"
"19","122","17112","0.5221482000935016","0.31960028050490885","0.15825151940158952"
"11","122","17112","0.5255960729312763","0.32035998129967275","0.15404394576905095"
"23","122","17112","0.5246026180458158","0.31948340345956056","0.15591397849462366"
"1","122","17112","0.5227910238429172","0.31983403459560544","0.15737494156147733"
"24","122","17112","0.5229663394109397","0.3209443665264142","0.1560892940626461"
"4","122","17112","0.5250116877045349","0.3225222066386162","0.15246610565684898"
"8","122","17112","0.5276414212248715","0.31872370266479666","0.15363487611033194"
"21","122","17112","0.5272907900888265","0.31650303880317904","0.1562061711079944"
"7","122","17112","0.5258882655446471","0.3215287517531557","0.15258298270219728"
"25","122","17112","0.5275245441795231","0.3195418419822347","0.15293361383824217"
"12","152","17112","0.5259467040673211","0.31504207573632537","0.15901122019635344"
"5","122","17112","0.5235507246376812","0.3209443665264142","0.15550490883590462"
"2","122","17112","0.5237844787283777","0.3215287517531557","0.15468676951846658"
"10","152","17112","0.5207456755493222","0.3177302477793361","0.16152407667134175"
"17","152","17112","0.5198690977092099","0.3185483870967742","0.1615825151940159"
"9","152","17112","0.5213884992987378","0.31673679289387563","0.16187470780738664"
"6","122","17112","0.5236676016830295","0.3225222066386162","0.15381019167835436"
"15","152","17112","0.5226157082748948","0.3190743338008415","0.15830995792426367"
"18","152","17112","0.5247194950911641","0.3214118747078074","0.1538686302010285"
"20","152","17112","0.5224403927068724","0.3188405797101449","0.1587190275829827"
"13","152","17112","0.5190509583917718","0.3183146330060776","0.16263440860215053"
"22","152","17112","0.5250116877045349","0.3166783543712015","0.15830995792426367"
"3","152","17112","0.523492286115007","0.31971715755025715","0.15679055633473585"
"16","152","17112","0.521505376344086","0.3177302477793361","0.16076437587657785"
"23","152","17112","0.5253038803179055","0.315684899485741","0.15901122019635344"
"19","152","17112","0.5216806919121084","0.31673679289387563","0.1615825151940159"
"14","122","17112","0.5164212248714353","0.3225806451612903","0.16099812996727442"
"11","152","17112","0.5213884992987378","0.32123655913978494","0.15737494156147733"
"1","152","17112","0.5209794296400188","0.3178471248246844","0.16117344553529686"
"24","152","17112","0.5229079008882656","0.3174964936886395","0.1595956054230949"
"4","152","17112","0.5249532491818607","0.3175549322113137","0.15749181860682562"
"8","152","17112","0.5207456755493222","0.32030154277699857","0.1589527816736793"
"12","182","17112","0.5203950444132772","0.31661991584852733","0.16298503973819542"
"21","152","17112","0.5224988312295465","0.31457456755493224","0.16292660121552127"
"7","152","17112","0.5237844787283777","0.3181393174380552","0.15807620383356707"
"25","152","17112","0.5245441795231417","0.3186652641421225","0.15679055633473585"
"5","152","17112","0.5243688639551192","0.3177886863020103","0.1578424497428705"
