3.6
3.24
2.83
0.8
0.1
1
0.6
0.2
0.7
0.68
0.681
0.68
3.7
110
38
126
204
60
0.4
0.06
0.05
0.63
0.49
0.63
0
0
1200
2.5
6.6
62
60
60
51
56
54
68
65
62
62
53
59
60
72
69
66
66
51
64
76
83
0.48
0.52
0
0.091
0.304
0.605
0.22
0.244
0.428
0.194
0.028
0.043
0.048
0.104
0.649
0.143
0.101
0.498
0.18
0.012
0.045
